"","Region","SurveyName","Species","Common","TrendCategory","Notes","Haul_Inc_Dec","Bio_Inc_Dec"
"180","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Lyopsetta exilis","Slender sole","Persistently Present",NA,"Increasing",NA
"181","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Malacocottus zonurus","Darkfin sculpin","Persistently Present",NA,NA,NA
"182","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Mallotus villosus","Capelin","Persistently Present",NA,NA,NA
"183","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Merluccius productus","Pacific hake","Persistently Present",NA,NA,NA
"184","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Microstomus pacificus","Dover sole","Persistently Present",NA,"Increasing","Decreasing"
"185","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Modiolus modiolus","Northern horsemussel","Persistently Present",NA,NA,NA
"186","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Myoxocephalus polyacanthocephalus","Great sculpin","Persistently Present",NA,NA,NA
"187","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Oncorhynchus keta","Chum salmon","Persistently Present",NA,NA,NA
"188","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Oncorhynchus tshawytscha","Chinook salmon","Persistently Present",NA,"Increasing",NA
"189","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Ophiodon elongatus","Lingcod","Persistently Present",NA,"Increasing",NA
"190","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Oregonia gracilis","Graceful decorator crab","Persistently Present",NA,"Decreasing",NA
"191","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Orthasterias koehleri","Rainbow star","Persistently Present",NA,NA,NA
"192","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Pagurus aleuticus","Aleutian hermit","Persistently Present",NA,"Decreasing",NA
"193","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Pagurus brandti","Sponge hermit","Persistently Present",NA,"Decreasing",NA
"194","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Pagurus capillatus","Hairy hermit crab","Persistently Present",NA,"Decreasing",NA
"195","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Pagurus confragosus","Knobbyhand hermit","Persistently Present",NA,"Decreasing",NA
"196","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Pagurus kennerlyi","Bluespine hermit","Persistently Present","Preliminary trend - under review",NA,NA
"197","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Pagurus ochotensis","Alaskan hermit crab","Persistently Present","Preliminary trend - under review","Decreasing",NA
"198","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Pagurus trigonocheirus","Fuzzy hermit","Persistently Present",NA,"Decreasing",NA
"199","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Parophrys vetulus","English sole","Persistently Present",NA,"Increasing","Increasing"
"200","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Pasiphaea pacifica","Pacific glass shrimp","Persistently Present",NA,NA,NA
"201","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Platichthys stellatus","Starry flounder","Persistently Present",NA,NA,NA
"202","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Pleurogrammus monopterygius","Atka mackerel","Persistently Present",NA,"Decreasing",NA
"203","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Pleuronectes quadrituberculatus","Alaska plaice","Persistently Present",NA,NA,NA
"204","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Podothecus accipenserinus","Sturgeon poacher","Persistently Present",NA,NA,NA
"205","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Pseudarchaster parelii","Northern scarlet star","Persistently Present",NA,NA,NA
"206","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Pycnopodia helianthoides","Sunflower sea star","Persistently Present",NA,"Decreasing",NA
"207","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Rossia pacifica","Eastern pacific bobtail","Persistently Present",NA,NA,NA
"208","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Sebastes alutus","Pacific ocean perch","Persistently Present",NA,"Increasing",NA
"209","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Sebastes babcocki","Redbanded rockfish","Persistently Present",NA,NA,NA
"210","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Sebastes borealis","Shortraker rockfish","Persistently Present",NA,NA,"Decreasing"
"211","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Sebastes brevispinis","Silvergray rockfish","Persistently Present",NA,NA,NA
"212","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Sebastes melanostictus and S. aleutianus","Blackspotted and rougheye rockfish","Persistently Present",NA,NA,NA
"213","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Sebastes polyspinis","Northern rockfish","Persistently Present",NA,"Decreasing",NA
"214","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Sebastes proriger","Redstripe rockfish","Persistently Present",NA,NA,NA
"215","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Sebastes variabilis and S. ciliatus","Dusky and dark rockfish","Persistently Present",NA,NA,NA
"216","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Sebastes variegatus","Harlequin rockfish","Persistently Present",NA,"Decreasing",NA
"217","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Sebastes zacentrus","Sharpchin rockfish","Persistently Present",NA,"Decreasing",NA
"218","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Sebastolobus alascanus","Shortspine thornyhead","Persistently Present",NA,NA,NA
"219","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Squalus suckleyi","Pacific spiny dogfish","Persistently Present",NA,"Increasing",NA
"220","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Stylasterias forreri","Velcro star","Persistently Present",NA,NA,NA
"221","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Thaleichthys pacificus","Eulachon","Persistently Present",NA,NA,NA
"222","Gulf of Alaska","Gulf of Alaska Bottom Trawl Survey","Zaprora silenus","Prowfish","Persistently Present",NA,NA,"Decreasing"
"223","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Acanthostracion quadricornis","Scrawled cowfish","Persistently Present",NA,NA,NA
"224","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Achelous gibbesii","Iridescent swimming crab","Persistently Present",NA,"Decreasing","Decreasing"
"225","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Achelous ordwayi","Silvery-clawed swimming crab","Persistently Present",NA,NA,NA
"226","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Achelous spinicarpus","Longspine swimming crab","Persistently Present",NA,NA,NA
"227","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Achelous spinimanus","Blotched swimming crab","Persistently Present",NA,NA,NA
"228","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Aluterus heudelotii","Dotterel filefish","Persistently Present",NA,"Increasing",NA
"229","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Aluterus schoepfii","Orange filefish","Persistently Present",NA,"Increasing",NA
"230","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Anadara secernenda","Skewed ark","Persistently Present",NA,NA,NA
"231","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Anasimus latus","Stilt spider crab","Persistently Present",NA,"Increasing",NA
"232","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Anchoa hepsetus","Striped anchovy","Persistently Present",NA,NA,NA
"233","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Anchoa mitchilli","Bay anchovy","Persistently Present",NA,"Decreasing",NA
"234","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Ancylopsetta dilecta","Three-eye flounder","Persistently Present",NA,"Decreasing","Decreasing"
"235","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Ancylopsetta quadrocellata","Ocellated flounder","Persistently Present",NA,"Decreasing",NA
"236","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Apogon pseudomaculatus","Twospot cardinalfish","Persistently Present",NA,NA,NA
"237","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Apogon quadrisquamatus","Sawcheek cardinalfish","Persistently Present",NA,"Increasing","Increasing"
"238","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Arbacia punctulata","Purple-spined sea urchin","Persistently Present",NA,"Decreasing",NA
"239","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Argopecten gibbus","Calico scallop","Persistently Present",NA,"Increasing",NA
"240","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Ariopsis felis","Hardhead catfish","Persistently Present",NA,"Increasing","Increasing"
"241","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Astropecten articulatus","Royal sea star","Persistently Present",NA,NA,NA
"242","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Astropecten cingulatus",NA,"Persistently Present",NA,"Decreasing",NA
"243","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Astropecten duplicatus","Two-spined star fish","Persistently Present",NA,"Decreasing",NA
"244","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Astropecten karankawai",NA,"Potentially Emerging","Preliminary trend - under review","Increasing","Increasing"
"245","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Astropecten mcedwardi",NA,"Potentially Emerging","Preliminary trend - under review","Increasing","Increasing"
"246","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Balistes capriscus","Gray triggerfish","Persistently Present",NA,"Increasing",NA
"247","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Bellator militaris","Horned searobin","Persistently Present",NA,NA,NA
"248","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Bollmannia communis","Ragged goby","Persistently Present",NA,NA,"Decreasing"
"249","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Bothus robinsi","Twospot flounder","Persistently Present",NA,NA,NA
"250","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Brevoortia patronus","Gulf menhaden","Persistently Present",NA,"Increasing",NA
"251","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Brotula barbata","Bearded brotula","Persistently Present",NA,NA,"Decreasing"
"252","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Calamus arctifrons","Grass porgy","Persistently Present",NA,"Decreasing","Decreasing"
"253","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Calamus nodosus","Knobbed porgy","Persistently Present",NA,"Decreasing","Decreasing"
"254","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Calamus proridens","Littlehead porgy","Persistently Present",NA,"Decreasing",NA
"255","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Calappa flammea","Flame box crab","Persistently Present",NA,"Increasing",NA
"256","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Calappa sulcata","Yellow box crab","Persistently Present",NA,NA,NA
"257","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Callinectes sapidus","Blue crab","Persistently Present",NA,NA,NA
"258","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Callinectes similis","Lesser blue crab","Persistently Present",NA,NA,"Decreasing"
"259","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Caranx crysos","Blue runner","Persistently Present",NA,"Increasing",NA
"260","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Centropristis ocyurus","Bank sea bass","Persistently Present",NA,"Decreasing","Decreasing"
"261","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Centropristis philadelphica","Rock sea bass","Persistently Present",NA,"Decreasing","Decreasing"
"262","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Chaetodipterus faber","Atlantic spadefish","Persistently Present",NA,NA,"Decreasing"
"263","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Chaetodon ocellatus","Spotfin butterflyfish","Persistently Present",NA,"Decreasing","Decreasing"
"264","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Chaetodon sedentarius","Reef butterflyfish","Persistently Present",NA,NA,NA
"265","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Chilomycterus schoepfii","Striped burrfish","Persistently Present",NA,NA,NA
"266","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Chloroscombrus chrysurus","Atlantic bumper","Persistently Present",NA,NA,"Decreasing"
"267","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Chrysaora quinquecirrha","Sea nettle","Sporadic - Primarily Present",NA,"Decreasing",NA
"268","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Citharichthys macrops","Spotted whiff","Persistently Present",NA,NA,NA
"269","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Citharichthys spilopterus","Bay whiff","Persistently Present",NA,"Increasing",NA
"270","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Coryrhynchus sidneyi","Shortfinger neck crab","Persistently Present",NA,NA,NA
"271","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Cyclopsetta chittendeni","Mexican flounder","Persistently Present",NA,NA,NA
"272","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Cyclopsetta fimbriata","Spotfin flounder","Persistently Present",NA,"Increasing",NA
"273","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Cynoscion arenarius","Sand weakfish","Persistently Present",NA,NA,NA
"274","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Cynoscion nothus","Silver seatrout","Persistently Present",NA,"Increasing",NA
"275","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Decapterus punctatus","Round scad","Persistently Present",NA,NA,NA
"276","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Diplectrum bivittatum","Dwarf sand perch","Persistently Present",NA,NA,NA
"277","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Diplectrum formosum","Sand perch","Persistently Present",NA,NA,"Decreasing"
"278","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Doryteuthis sp","Inshore Squid sp.","Persistently Present",NA,"Decreasing","Decreasing"
"279","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Echiophis intertinctus","Spotted spoon-nose eel","Persistently Present",NA,"Increasing",NA
"280","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Encope aberrans",NA,"Persistently Present",NA,"Decreasing",NA
"281","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Engyophrys senta","Spiny flounder","Persistently Present",NA,NA,NA
"282","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Epinephelus morio","Red grouper","Persistently Present",NA,"Increasing",NA
"283","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Eques lanceolatus","Jackknife-fish","Persistently Present",NA,NA,NA
"284","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Etropus crossotus","Fringed flounder","Persistently Present",NA,"Decreasing",NA
"285","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Etropus rimosus","Gray flounder","Persistently Present",NA,"Decreasing",NA
"286","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Eucidaris tribuloides","Slate pencil urchin","Persistently Present",NA,"Decreasing","Decreasing"
"287","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Eucinostomus gula","Silver jenny","Persistently Present",NA,"Decreasing","Decreasing"
"288","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Eucinostomus harengulus","Tidewater mojarra","Potentially Disappearing","Preliminary trend - under review","Decreasing","Decreasing"
"289","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Euphrosynoplax clausa","Craggy bathyal crab","Persistently Present",NA,NA,NA
"290","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Euvola marensis","Paper scallop","Persistently Present",NA,NA,NA
"291","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Euvola raveneli","Round rib scallop","Persistently Present",NA,"Increasing",NA
"292","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Fowlerichthys radiosus","Singlespot frogfish","Persistently Present",NA,"Decreasing",NA
"293","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Gastropsetta frontalis","Shrimp flounder","Persistently Present",NA,NA,NA
"294","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Gymnothorax saxicola","Honeycomb moray","Persistently Present",NA,"Increasing","Increasing"
"295","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Haemulon aurolineatum","Tomtate grunt","Persistently Present",NA,NA,NA
"296","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Haemulon plumierii","White grunt","Persistently Present",NA,NA,NA
