survey_name,accepted_name,common,kingdom,phylum,class,order,family,genus,rank,worms_id,SpecCode,filtercat,,,,,,,
Alosa chrysochloris,Alosa chrysochloris,Skipjack shad,Animalia,Chordata,Teleostei,Clupeiformes,Alosidae,Alosa,Species,272250,1578,Species,,,,,,,
Alosa mediocris,Alosa mediocris,Hickory shad,Animalia,Chordata,Teleostei,Clupeiformes,Alosidae,Alosa,Species,158668,1582,Species,,,,,,,
Alosa pseudoharengus,Alosa pseudoharengus,Alewife,Animalia,Chordata,Teleostei,Clupeiformes,Alosidae,Alosa,Species,158669,1583,Species,,,,,,,
Alosa sapidissima,Alosa sapidissima,American shad,Animalia,Chordata,Teleostei,Clupeiformes,Alosidae,Alosa,Species,158670,1584,Species,,,,,,,
Alpheidae,Alpheidae,Snapping shrimps,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,NA,Family,106776,NA,remove,,,,,,,
Alpheus,Alpheus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Genus,106978,NA,remove,,,,,,,
Alpheus armatus,Alpheus armatus,Brown snapping shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Species,421729,NA,Species,,,,,,,
Alpheus floridanus,Alpheus floridanus,Sand snapping shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Species,240707,NA,Species,,,,,,,
Alpheus formosus,Alpheus formosus,Striped snapping shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Species,421736,NA,Species,,,,,,,
Alpheus heterochaelis,Alpheus heterochaelis,Bigclaw snapping shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Species,158348,NA,Species,,,,,,,
Alpheus heterochelis,Alpheus heterochaelis,Bigclaw snapping shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Species,158348,NA,Species,,,,,,,
Alpheus intrinsecus,Alpheus intrinsecus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Species,240852,NA,Species,,,,,,,
Alpheus normanni,Alpheus normanni,Green snapping shrimp,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Species,158349,NA,Species,,,,,,,
Aluterus,Aluterus,NA,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Aluterus,Genus,126235,NA,remove,,,,,,,
Aluterus heudeloti,Aluterus heudelotii,Dotterel filefish,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Aluterus,Species,159489,4273,Species,,,,,,,
Aluterus heudelotii,Aluterus heudelotii,Dotterel filefish,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Aluterus,Species,159489,4273,Species,,,,,,,
Aluterus heudelotti,Aluterus heudelotii,Dotterel filefish,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Aluterus,Species,159489,4273,Species,,,,,,,
Aluterus monoceros,Aluterus monoceros,Unicorn leatherjacket filefish,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Aluterus,Species,127407,4274,Species,,,,,,,
Aluterus schoepfi,Aluterus schoepfii,Orange filefish,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Aluterus,Species,159490,1081,Species,,,,,,,
Aluterus schoepfii,Aluterus schoepfii,Orange filefish,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Aluterus,Species,159490,1081,Species,,,,,,,
Aluterus scriptus,Aluterus scriptus,Scribbled leatherjacket filefish,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Aluterus,Species,159491,4275,Species,,,,,,,
Alyconiidae,Alyconiidae,Octocorals,NA,NA,NA,NA,NA,NA,HigherOrder,NA,NA,remove,,,,,,,
Amaea mitchelli,Amaea mitchelli,Mitchell's wentletrap,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Amaea,Species,419794,NA,Species,,,,,,,
Zoobotryon,Amathia,NA,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Zoobotryon,Genus,111022,NA,remove,,,,,,,
Zoobotryon verticillatum,Amathia verticillata,Bushy bryozoan,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Zoobotryon,Species,851581,NA,Species,,,,,,,
Amathia verticillata,Amathia verticillata,Bushy bryozoan,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Zoobotryon,Species,851581,NA,Species,,,,,,,
Amauropsis purpurea,Amauropsis islandica,Iceland moonsnail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Amauropsis,Species,140521,NA,Species,,,,,,,
Amauropsis islandica,Amauropsis islandica,Iceland moonsnail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Amauropsis,Species,140521,NA,Species,,,,,,,
Amblyraja badia,Amblyraja hyperborea,Broad skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Amblyraja,Species,105863,9256,Species,,,,,,,
Raja badia,Amblyraja hyperborea,Broad skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,Species,105863,9256,Species,,,,,,,
Amblyraja radiata,Amblyraja radiata,Thorny skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Amblyraja,Species,105865,2565,Species,,,,,,,
Ameiurus catus,Ameiurus catus,NA,NA,NA,NA,NA,NA,NA,notMarine,NA,NA,remove,,,,,,,
Americardia media,Americardia media,Atlantic strawberry-cockle,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Americardia,Species,420847,NA,Species,,,,,,,
Tellina modesta,Ameritella modesta,Plain tellin,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Tellina,Species,878514,NA,Species,,,,,,,
Ameritella modesta,Ameritella modesta,Plain tellin,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Tellina,Species,878514,NA,Species,,,,,,,
Amiantis,Amiantis,NA,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Amiantis,Genus,205708,NA,remove,,,,,,,
Amicula vestita,Amicula vestita,NA,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Amicula,Species,159928,NA,Species,,,,,,,
Ammodytes,Ammodytes,sand lance unid.,Animalia,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,Genus,125909,NA,remove,,,,,,,
Ammodytes sp.,Ammodytes,sand lance unid.,Animalia,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,Genus,125909,NA,remove,,,,,,,
Ammodytes americanus,Ammodytes americanus,American sand lance,Animalia,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,Species,159587,3820,Species,,,,,,,
Ammodytes dubius,Ammodytes dubius,Northern sand lance,Animalia,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,Species,151520,3821,Species,,,,,,,
Ammodytes hexapterus,Ammodytes hexapterus,Arctic sand lance,Animalia,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,Species,254510,3822,Species,,,,,,,
Ammodytes personatus,Ammodytes personatus,Pacific sand lance,Animalia,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,Species,272967,487,Species,,,,,,,
Ammodytidae,Ammodytidae,NA,Animalia,Chordata,Teleostei,Perciformes,Ammodytidae,NA,Family,125516,NA,remove,,,,,,,
Ampheraster,Ampheraster,NA,Animalia,Echinodermata,Asteroidea,Forcipulatida,Pedicellasteridae,Ampheraster,Genus,178776,NA,remove,,,,,,,
Ampheraster sp.,Ampheraster,NA,Animalia,Echinodermata,Asteroidea,Forcipulatida,Pedicellasteridae,Ampheraster,Genus,178776,NA,remove,,,,,,,
Ampheraster marianus,Ampheraster marianus,Mariana's island star,Animalia,Echinodermata,Asteroidea,Forcipulatida,Pedicellasteridae,Ampheraster,Species,254842,NA,Species,,,,,,,
Amphilectus lobatus,Amphilectus ovulum,Beige horny sponge,Animalia,Porifera,Demospongiae,Poecilosclerida,Esperiopsidae,Amphilectus,Species,1424119,NA,Species,,,,,,,
Amphilectus ovulum,Amphilectus ovulum,Beige horny sponge,Animalia,Porifera,Demospongiae,Poecilosclerida,Esperiopsidae,Amphilectus,Species,1424119,NA,Species,,,,,,,
Amphinomidae,Amphinomidae,NA,Animalia,Annelida,Polychaeta,Amphinomida,Amphinomidae,NA,Family,960,NA,remove,,,,,,,
Octopus burryi,Amphioctopus burryi,Brownstriped octopus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Species,420653,NA,Species,,,,,,,
Amphioctopus burryi,Amphioctopus burryi,Brownstriped octopus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Species,420653,NA,Species,,,,,,,
Amphiodia,Amphiodia,NA,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiodia,Genus,172595,NA,remove,,,,,,,
Amphiodia sp.,Amphiodia,NA,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiodia,Genus,172595,NA,remove,,,,,,,
Diamphiodia occidentalis,Amphiodia occidentalis,Long armed brittle star,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Amphiodia occidentalis,Amphiodia occidentalis,Long armed brittle star,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Amphiophiura,Amphiophiura,NA,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Genus,123554,NA,remove,,,,,,,
Amphiophiura sp. A (Clark 2006),Amphiophiura sp. A (Clark 2006),NA,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Amphiophiura superba,Amphiophiura superba,NA,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Species,242740,NA,Species,,,,,,,
Amphipoda,Amphipoda,Amphipods,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,Order,1135,NA,remove,,,,,,,
Abietinaria greenei,Amphisbetia greenei,Fibre optic hydroid,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Abietinaria,Species,1358362,NA,Species,,,,,,,
Amphisbetia greenei,Amphisbetia greenei,Fibre optic hydroid,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Abietinaria,Species,1358362,NA,Species,,,,,,,
Amphistichus argenteus,Amphistichus argenteus,Barred surfperch,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Amphistichus,Species,279594,3622,Species,,,,,,,
Amphistichus rhodoterus,Amphistichus rhodoterus,Redtail surfperch,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Amphistichus,Species,279596,3624,Species,,,,,,,
Amphiura diomedeae,Amphiura (Amphiura) diomedeae,NA,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiura,Species,243029,NA,Species,,,,,,,
Amphiuridae,Amphiuridae,Burrowing brittle star unid.,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,NA,Family,123206,NA,remove,,,,,,,
Amusium,Amusium,NA,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Amusium,Genus,205333,NA,remove,,,,,,,
Amusium papyraceum,Amusium papyraceum,Paper scallop,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Amusium,Species,766475,NA,Species,,,,,,,
Anadara,Anadara,NA,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,Genus,137669,NA,remove,,,,,,,
Anadara brasiliana,Anadara brasiliana,Incongruous ark,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,Species,504322,NA,Species,,,,,,,
Anadara chemnitzi,Anadara chemnitzii,Triangular ark,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,Species,504337,NA,Species,,,,,,,
Anadara chemnitzii,Anadara chemnitzii,Triangular ark,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,Species,504337,NA,Species,,,,,,,
Anadara notabilis,Anadara notabilis,Eared ark,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,Species,420712,NA,Species,,,,,,,
Anadara baughmani,Anadara secernenda,Skewed ark,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,Species,504326,NA,Species,,,,,,,
Anadara secernenda,Anadara secernenda,Skewed ark,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,Species,504326,NA,Species,,,,,,,
Anadara floridana,Anadara secticostata,Cut ribbed ark,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,Species,504356,NA,Species,,,,,,,
Anadara secticostata,Anadara secticostata,Cut ribbed ark,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,Species,504356,NA,Species,,,,,,,
Anadara transversa,Anadara transversa,Transverse ark,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,Species,156734,NA,Species,,,,,,,
Anarchias similis,Anarchias similis,Pygmy moray,Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Anarchias,Species,158581,NA,Species,,,,,,,
Anarhichadidae,Anarhichadidae,NA,Animalia,Chordata,Teleostei,Perciformes,Anarhichadidae,NA,Genus,125517,NA,remove,,,,,,,
Anarhichas lupus,Anarhichas lupus,Atlantic wolffish,Animalia,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarhichas,Species,126758,2501,Species,,,,,,,
Anarhichas orientalis,Anarhichas orientalis,Bering wolffish,Animalia,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarhichas,Species,254511,3812,Species,,,,,,,
Anarrhichthys ocellatus,Anarrhichthys ocellatus,Wolf-eel,Animalia,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarrhichthys,Species,279605,3813,Species,,,,,,,
Anasimus,Anasimus,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Anasimus,Genus,415055,NA,remove,,,,,,,
Anasimus latus,Anasimus latus,Stilt spider crab,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Anasimus,Species,421959,NA,Species,,,,,,,
Anatinella,Anatinella,NA,Animalia,Mollusca,Bivalvia,Venerida,Anatinellidae,Anatinella,Genus,489099,NA,remove,,,,,,,
Anchistioides antiguensis,Anchistioides antiguensis,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Anchistioides,Species,421678,NA,Species,,,,,,,
Anchoa cubana,Anchoa cubana,Cuban anchovy,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,Species,275513,1687,Species,,,,,,,
Anchoa hepsetus,Anchoa hepsetus,Striped anchovy,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,Species,158698,1133,Species,,,,,,,
Anchoa lamprotaenia,Anchoa lamprotaenia,Big eye anchovy,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,Species,275522,1688,Species,,,,,,,
Anchoa lyolepis,Anchoa lyolepis,Shortfinger anchovy,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,Species,275524,1132,Species,,,,,,,
Anchoa nasuta,Anchoa lyolepis,Shortfinger anchovy,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,Species,275524,1132,Species,,,,,,,
Anchoa mitchilli,Anchoa mitchilli,Bay anchovy,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,Species,158699,545,Species,,,,,,,
Anchoa,Anchoa spp.,Anchovies,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,Species,158697,NA,Species,,,,,,,
Anchoviella,Anchoviella,NA,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoviella,Genus,158700,NA,remove,,,,,,,
Anchoviella perfasciata,Anchoviella perfasciata,Poey's anchovy,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoviella,Species,158701,1678,Species,,,,,,,
Ancistrolepis,Ancistrolepis,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Ancistrolepis,Genus,248331,NA,remove,,,,,,,
Ancistrolepis sp.,Ancistrolepis,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Ancistrolepis,Genus,248331,NA,remove,,,,,,,
Ancistrolepis eucosmius,Ancistrolepis eucosmius,two-ribbed whelk,NA,NA,NA,NA,NA,NA,Species,491391,NA,Species,,,,,,,
Ancistrolepis bicinctus,Ancistrolepis eucosmius eucosmius,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Ancistrolepis,Subspecies,491412,NA,Species,,,,,,,
Ancylopsetta,Ancylopsetta,NA,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Ancylopsetta,Genus,159272,NA,remove,,,,,,,
Ancylopsetta dilecta,Ancylopsetta dilecta,Three-eye flounder,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Ancylopsetta,Species,276008,4205,Species,,,,,,,
Ancylopsetta quadrocellata,Ancylopsetta quadrocellata,Ocellated flounder,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Ancylopsetta,Species,308768,4206,Species,,,,,,,
Ancylopsetta ommata,Ancylopsetta quadrocellata,Ocellated flounder,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Ancylopsetta,Species,308768,4206,Species,,,,,,,
Andvakiidae,Andvakiidae,NA,Animalia,Cnidaria,Hexacorallia,Actiniaria,Andvakiidae,NA,Genus,100659,NA,remove,,,,,,,
Anguilla rostrata,Anguilla rostrata,American eel,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,Species,158562,296,Species,,,,,,,
Anguilliformes,Anguilliformes,NA,Animalia,Chordata,Teleostei,Anguilliformes,NA,NA,Order,10295,NA,remove,,,,,,,
Anisarchus medius,Anisarchus medius,Stout eelblenny,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Anisarchus,Species,127070,3789,Species,,,,,,,
Lumpenus medius,Anisarchus medius,Stout eelblenny,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Anisarchus,Species,127070,3789,Species,,,,,,,
Anisotremus surinamensis,Anisotremus surinamensis,Black margate,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Anisotremus,Species,279623,1123,Species,,,,,,,
Anisotremus virginicus,Anisotremus virginicus,Porkfish,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Anisotremus,Species,279625,1124,Species,,,,,,,
Annelida,Annelida,Segmented worms,Animalia,Annelida,NA,NA,NA,NA,Phylum,882,NA,remove,,,,,,,
Colus martensi,Anomalisipho martensi,Marten's whelk,Animalia,Mollusca,Gastropoda,Neogastropoda,Colidae,Colus,Species,821662,NA,Species,,,,,,,
Anomalisipho martensi,Anomalisipho martensi,Marten's whelk,Animalia,Mollusca,Gastropoda,Neogastropoda,Colidae,Colus,Species,821662,NA,Species,,,,,,,
Colus datuzenbergii,Anomalisipho verkruezeni,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Anomalisipho,Species,490701,NA,Species,,,,,,,
Anomalisipho verkruezeni,Anomalisipho verkruezeni,NA,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Anomalisipho,Species,490701,NA,Species,,,,,,,
Anomalocera,Anomalocera,NA,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Anomalocera,Genus,104206,NA,remove,,,,,,,
Anomia simplex,Anomia simplex,Common jingle,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,Species,156737,NA,Species,,,,,,,
Anomiidae,Anomiidae,Jingle shells,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,NA,Family,214,NA,remove,,,,,,,
Anomura,Anomura,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,InfraOrder,106671,NA,remove,,,,,,,
Anoplagonus inermis,Anoplagonus inermis,Smooth alligatorfish,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Anoplagonus,Species,279630,4155,Species,,,,,,,
Anoplodactylus,Anoplodactylus,NA,Animalia,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,Anoplodactylus,Genus,134592,NA,remove,,,,,,,
Anoplodactylus lentus,Anoplodactylus lentus,Black sea spider,Animalia,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,Anoplodactylus,Species,158478,NA,Species,,,,,,,
Anoplogaster cornuta,Anoplogaster cornuta,Common fangtooth,Animalia,Chordata,Teleostei,Trachichthyiformes,Anoplogastridae,Anoplogaster,Species,126393,2308,Species,,,,,,,
Anoplogastridae,Anoplogastridae,NA,Animalia,Chordata,Teleostei,Trachichthyiformes,Anoplogastridae,NA,Family,267002,NA,remove,,,,,,,
Anoplopoma fimbria,Anoplopoma fimbria,Sablefish,Animalia,Chordata,Teleostei,Perciformes,Anoplopomatidae,Anoplopoma,Species,159463,512,Species,,,,,,,
Anotopterus nikparini,Anotopterus nikparini,North pacific daggertooth,Animalia,Chordata,Teleostei,Aulopiformes,Anotopteridae,Anotopterus,Species,272040,60529,Species,,,,,,,
Antedonidae,Antedonidae,NA,Animalia,Echinodermata,Crinoidea,Comatulida,Antedonidae,NA,Family,123148,NA,remove,,,,,,,
Anteliaster,Anteliaster,NA,Animalia,Echinodermata,Asteroidea,Forcipulatida,Pedicellasteridae,Anteliaster,Genus,172537,NA,remove,,,,,,,
Anteliaster sp.,Anteliaster,NA,Animalia,Echinodermata,Asteroidea,Forcipulatida,Pedicellasteridae,Anteliaster,Genus,172537,NA,remove,,,,,,,
Anteliaster nannodes,Anteliaster microgenys nannodes,NA,Animalia,Echinodermata,Asteroidea,Forcipulatida,Pedicellasteridae,Anteliaster,Species,255110,NA,Species,,,,,,,
Anteliaster microgenys nannodes,Anteliaster microgenys nannodes,NA,Animalia,Echinodermata,Asteroidea,Forcipulatida,Pedicellasteridae,Anteliaster,Species,255110,NA,Species,,,,,,,
Antennarius,Antennarius,NA,Animalia,Chordata,Teleostei,Lophiiformes,Antennariidae,Antennarius,Genus,125790,NA,remove,,,,,,,
Antennarius multiocellatus,Antennarius multiocellatus,Longlure frogfish,Animalia,Chordata,Teleostei,Lophiiformes,Antennariidae,Antennarius,Species,272539,3084,Species,,,,,,,
Antennarius pauciradiatus,Antennarius pauciradiatus,Dwarf frogfish,Animalia,Chordata,Teleostei,Lophiiformes,Antennariidae,Antennarius,Species,272541,NA,Species,,,,,,,
Phrynelox nuttingi,Antennarius scaber,Striated frogfish,Animalia,Chordata,Teleostei,Lophiiformes,Antennariidae,Antennarius,Species,158790,5474,Species,,,,,,,
Antennarius striatus,Antennarius striatus,Striated frogfish,Animalia,Chordata,Teleostei,Lophiiformes,Antennariidae,Antennarius,Species,158790,5474,Species,,,,,,,
Anthenoides peircei,Anthenoides peircei,NA,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Anthenoides,Species,178061,NA,Species,,,,,,,
Anthias,Anthias,Anthias,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Anthias,Genus,126067,NA,remove,,,,,,,
Anthias nicholsi,Anthias nicholsi,Yellowfin bass,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Anthias,Species,159344,3313,Species,,,,,,,
Anthias tenuis and woodsi,Anthias tenuis and woodsi,Anthias tenuis and woodsi,NA,NA,NA,NA,NA,NA,HigherOrder,NA,NA,remove,,,,,,,
Anthoathecatae,Anthoathecata,NA,Animalia,Cnidaria,Hydrozoa,Anthoathecatae,NA,NA,Order,13551,NA,remove,,,,,,,
Anthomastus,Anthomastus,NA,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Coralliidae,Anthomastus,Genus,125285,NA,remove,,,,,,,
Anthomastus sp.,Anthomastus,NA,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Coralliidae,Anthomastus,Genus,125285,NA,remove,,,,,,,
Anthomastus sp. A,Anthomastus sp. A,red mushroom coral,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Anthomastus sp. B,Anthomastus sp. B,gray mushroom coral,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Anthopleura xanthogrammica,Anthopleura xanthogrammica,Giant green anemone,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Species,283377,NA,Species,,,,,,,
Anthoptilum,Anthoptilum,NA,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Anthoptilidae,Anthoptilum,Genus,128489,NA,remove,,,,,,,
Anthoptilum grandiflorum,Anthoptilum grandiflorum,Feather boa sea pen,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Anthoptilidae,Anthoptilum,Species,128504,NA,Species,,,,,,,
Anthoptilum murrayi,Anthoptilum murrayi,Murray sea pen,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Anthoptilidae,Anthoptilum,Species,128505,NA,Species,,,,,,,
Anthothela grandiflora,Anthothela grandiflora,Great flowerbud coral,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Alcyoniidae,Anthothela,Species,125414,NA,Species,,,,,,,
