"","Region","SurveyName","Species","Common","TrendCategory","Notes"
"859","Southeast US","SEAMAP Summer Coastal Trawl Survey","Arenaeus cribrarius","Speckled swimming crab","Persistently Present",NA
"860","Southeast US","SEAMAP Summer Coastal Trawl Survey","Ariopsis felis","Hardhead catfish","Sporadic - Primarily Present",NA
"861","Southeast US","SEAMAP Summer Coastal Trawl Survey","Bagre marinus","Gafftopsail catfish","Sporadic - Primarily Present",NA
"862","Southeast US","SEAMAP Summer Coastal Trawl Survey","Bairdiella chrysoura","Silver perch","Persistently Present",NA
"863","Southeast US","SEAMAP Summer Coastal Trawl Survey","Brevoortia smithi","Yellowfin menhaden","Sporadic - Primarily Absent",NA
"864","Southeast US","SEAMAP Summer Coastal Trawl Survey","Brevoortia tyrannus","Atlantic menhaden","Persistently Present",NA
"865","Southeast US","SEAMAP Summer Coastal Trawl Survey","Calamus leucosteus","Whitebone porgy","Disappeared",NA
"866","Southeast US","SEAMAP Summer Coastal Trawl Survey","Calappa flammea","Flame box crab","Sporadic - Primarily Present",NA
"867","Southeast US","SEAMAP Summer Coastal Trawl Survey","Callinectes ornatus","Shelling crab","Persistently Present",NA
"868","Southeast US","SEAMAP Summer Coastal Trawl Survey","Callinectes sapidus","Blue crab","Persistently Present",NA
"869","Southeast US","SEAMAP Summer Coastal Trawl Survey","Callinectes similis","Lesser blue crab","Persistently Present",NA
"870","Southeast US","SEAMAP Summer Coastal Trawl Survey","Caranx crysos","Blue runner","Persistently Present",NA
"871","Southeast US","SEAMAP Summer Coastal Trawl Survey","Carcharhinus acronotus","Blacknose shark","Persistently Present",NA
"872","Southeast US","SEAMAP Summer Coastal Trawl Survey","Carcharhinus brevipinna","Spinner shark","Potentially Disappearing",NA
"873","Southeast US","SEAMAP Summer Coastal Trawl Survey","Carcharhinus limbatus","Blacktip shark","Emerged",NA
"874","Southeast US","SEAMAP Summer Coastal Trawl Survey","Centropristis philadelphica","Rock sea bass","Persistently Present",NA
"875","Southeast US","SEAMAP Summer Coastal Trawl Survey","Centropristis striata","Black sea bass","Persistently Present",NA
"876","Southeast US","SEAMAP Summer Coastal Trawl Survey","Chaetodipterus faber","Atlantic spadefish","Persistently Present",NA
"877","Southeast US","SEAMAP Summer Coastal Trawl Survey","Chilomycterus schoepfii","Striped burrfish","Persistently Present",NA
"878","Southeast US","SEAMAP Summer Coastal Trawl Survey","Chloroscombrus chrysurus","Atlantic bumper","Persistently Present",NA
"879","Southeast US","SEAMAP Summer Coastal Trawl Survey","Citharichthys macrops","Spotted whiff","Persistently Present",NA
"880","Southeast US","SEAMAP Summer Coastal Trawl Survey","Citharichthys spilopterus","Bay whiff","Persistently Present",NA
"881","Southeast US","SEAMAP Summer Coastal Trawl Survey","Cynoscion nothus","Silver seatrout","Persistently Present",NA
"882","Southeast US","SEAMAP Summer Coastal Trawl Survey","Cynoscion regalis","Weakfish","Persistently Present",NA
"883","Southeast US","SEAMAP Summer Coastal Trawl Survey","Decapterus punctatus","Round scad","Sporadic - Primarily Present",NA
"884","Southeast US","SEAMAP Summer Coastal Trawl Survey","Diplectrum formosum","Sand perch","Persistently Present",NA
"885","Southeast US","SEAMAP Summer Coastal Trawl Survey","Echeneis naucrates","Sharksucker","Persistently Present",NA
"886","Southeast US","SEAMAP Summer Coastal Trawl Survey","Etropus crossotus","Fringed flounder","Persistently Present",NA
"887","Southeast US","SEAMAP Summer Coastal Trawl Survey","Etropus cyclosquamus","Shelf flounder","Persistently Present",NA
"888","Southeast US","SEAMAP Summer Coastal Trawl Survey","Gibbesia neglecta","Lesser mantis shrimp","Persistently Present",NA
"889","Southeast US","SEAMAP Summer Coastal Trawl Survey","Gobiosoma bosc","Naked goby","Sporadic - Primarily Present",NA
"890","Southeast US","SEAMAP Summer Coastal Trawl Survey","Gymnura micrura","Smooth butterfly ray","Persistently Present",NA
"891","Southeast US","SEAMAP Summer Coastal Trawl Survey","Haemulon aurolineatum","Tomtate grunt","Potentially Disappearing",NA
"892","Southeast US","SEAMAP Summer Coastal Trawl Survey","Harengula jaguana","Scaled sardine","Emerged",NA
"893","Southeast US","SEAMAP Summer Coastal Trawl Survey","Hepatus epheliticus","Calico box crab","Persistently Present",NA
"894","Southeast US","SEAMAP Summer Coastal Trawl Survey","Hippocampus erectus","Lined seahorse","Sporadic - Primarily Present",NA
"895","Southeast US","SEAMAP Summer Coastal Trawl Survey","Hypleurochilus geminatus","Crested blenny","Sporadic - Primarily Present",NA
"896","Southeast US","SEAMAP Summer Coastal Trawl Survey","Lagocephalus laevigatus","Smooth puffer","Emerged",NA
"897","Southeast US","SEAMAP Summer Coastal Trawl Survey","Lagodon rhomboides","Pinfish","Persistently Present",NA
"898","Southeast US","SEAMAP Summer Coastal Trawl Survey","Larimus fasciatus","Banded drum","Persistently Present",NA
"899","Southeast US","SEAMAP Summer Coastal Trawl Survey","Leiostomus xanthurus","Spot","Persistently Present",NA
"900","Southeast US","SEAMAP Summer Coastal Trawl Survey","Limulus polyphemus","Horseshoe crab","Emerged",NA
"901","Southeast US","SEAMAP Summer Coastal Trawl Survey","Lolliguncula brevis","Atlantic brief squid","Persistently Present",NA
"902","Southeast US","SEAMAP Summer Coastal Trawl Survey","Menippe mercenaria","Florida stone crab","Persistently Present",NA
"903","Southeast US","SEAMAP Summer Coastal Trawl Survey","Menticirrhus americanus","Southern kingfish","Persistently Present",NA
"904","Southeast US","SEAMAP Summer Coastal Trawl Survey","Menticirrhus littoralis","Gulf kingfish","Persistently Present",NA
"905","Southeast US","SEAMAP Summer Coastal Trawl Survey","Menticirrhus saxatilis","Northern kingfish","Persistently Present",NA
"906","Southeast US","SEAMAP Summer Coastal Trawl Survey","Micropogonias undulatus","Atlantic croaker","Persistently Present",NA
"907","Southeast US","SEAMAP Summer Coastal Trawl Survey","Mobula hypostoma","Devil ray","Potentially Disappearing",NA
"908","Southeast US","SEAMAP Summer Coastal Trawl Survey","Mustelus canis","Smooth dogfish","Sporadic - Primarily Present",NA
"909","Southeast US","SEAMAP Summer Coastal Trawl Survey","Myliobatis freminvillei","Bullnose eagle ray","Persistently Present",NA
"910","Southeast US","SEAMAP Summer Coastal Trawl Survey","Narcine brasiliensis","Brazilian electric ray","Potentially Disappearing",NA
"911","Southeast US","SEAMAP Summer Coastal Trawl Survey","Octopus vulgaris","Common octopus","Sporadic - Primarily Present",NA
"912","Southeast US","SEAMAP Summer Coastal Trawl Survey","Opisthonema oglinum","Atlantic thread herring","Persistently Present",NA
"913","Southeast US","SEAMAP Summer Coastal Trawl Survey","Opsanus tau","Oyster toadfish","Potentially Disappearing",NA
"914","Southeast US","SEAMAP Summer Coastal Trawl Survey","Orthopristis chrysoptera","Pigfish","Persistently Present",NA
"915","Southeast US","SEAMAP Summer Coastal Trawl Survey","Ovalipes ocellatus","Ocellate lady crab","Persistently Present",NA
"916","Southeast US","SEAMAP Summer Coastal Trawl Survey","Ovalipes stephensoni","Coarsehand lady crab","Persistently Present",NA
"917","Southeast US","SEAMAP Summer Coastal Trawl Survey","Pagurus longicarpus","Longwrist hermit crab","Sporadic - Primarily Absent",NA
"918","Southeast US","SEAMAP Summer Coastal Trawl Survey","Pagurus pollicaris","Gray hermit crab","Persistently Present",NA
"919","Southeast US","SEAMAP Summer Coastal Trawl Survey","Paralichthys albigutta","Gulf flounder","Persistently Present",NA
"920","Southeast US","SEAMAP Summer Coastal Trawl Survey","Paralichthys dentatus","Summer flounder","Persistently Present",NA
"921","Southeast US","SEAMAP Summer Coastal Trawl Survey","Paralichthys lethostigma","Southern flounder","Persistently Present",NA
"922","Southeast US","SEAMAP Summer Coastal Trawl Survey","Paralichthys squamilentus","Broad flounder","Sporadic - Primarily Present",NA
"923","Southeast US","SEAMAP Summer Coastal Trawl Survey","Peprilus paru","Harvestfish","Persistently Present",NA
"924","Southeast US","SEAMAP Summer Coastal Trawl Survey","Peprilus triacanthus","American butterfish","Persistently Present",NA
"925","Southeast US","SEAMAP Summer Coastal Trawl Survey","Persephona mediterranea","Mottled purse crab","Persistently Present",NA
"926","Southeast US","SEAMAP Summer Coastal Trawl Survey","Petrochirus diogenes","Giant hermit","Potentially Emerging",NA
"927","Southeast US","SEAMAP Summer Coastal Trawl Survey","Pilumnus sayi","Spineback hairy crab","Sporadic - Primarily Present",NA
"928","Southeast US","SEAMAP Summer Coastal Trawl Survey","Pomatomus saltatrix","Bluefish","Persistently Present",NA
"929","Southeast US","SEAMAP Summer Coastal Trawl Survey","Porcellana sigsbeiana","Striped porcelain crab","Disappeared",NA
"930","Southeast US","SEAMAP Summer Coastal Trawl Survey","Porichthys plectrodon","Atlantic midshipman","Sporadic - Primarily Absent",NA
"931","Southeast US","SEAMAP Summer Coastal Trawl Survey","Prionotus carolinus","Northern searobin","Persistently Present",NA
"932","Southeast US","SEAMAP Summer Coastal Trawl Survey","Prionotus evolans","Striped searobin","Persistently Present",NA
"933","Southeast US","SEAMAP Summer Coastal Trawl Survey","Prionotus rubio","Blackwing searobin","Persistently Present",NA
"934","Southeast US","SEAMAP Summer Coastal Trawl Survey","Prionotus scitulus","Leopard searobin","Persistently Present",NA
"935","Southeast US","SEAMAP Summer Coastal Trawl Survey","Prionotus tribulus","Bighead searobin","Persistently Present",NA
"936","Southeast US","SEAMAP Summer Coastal Trawl Survey","Rachycentron canadum","Cobia","Emerged",NA
"937","Southeast US","SEAMAP Summer Coastal Trawl Survey","Rhinoptera bonasus","Cownose ray","Persistently Present",NA
"938","Southeast US","SEAMAP Summer Coastal Trawl Survey","Rhizoprionodon terraenovae","Atlantic sharpnose shark","Persistently Present",NA
"939","Southeast US","SEAMAP Summer Coastal Trawl Survey","Sardinella aurita","Spanish sardine","Sporadic - Primarily Present",NA
"940","Southeast US","SEAMAP Summer Coastal Trawl Survey","Scomberomorus cavalla","King mackerel","Persistently Present",NA
"941","Southeast US","SEAMAP Summer Coastal Trawl Survey","Scomberomorus maculatus","Spanish mackerel","Persistently Present",NA
"942","Southeast US","SEAMAP Summer Coastal Trawl Survey","Scophthalmus aquosus","Windowpane flounder","Persistently Present",NA
"943","Southeast US","SEAMAP Summer Coastal Trawl Survey","Selene setapinnis","Atlantic moonfish","Persistently Present",NA
"944","Southeast US","SEAMAP Summer Coastal Trawl Survey","Selene vomer","Lookdown","Persistently Present",NA
"945","Southeast US","SEAMAP Summer Coastal Trawl Survey","Sphoeroides maculatus","Northern puffer","Persistently Present",NA
"946","Southeast US","SEAMAP Summer Coastal Trawl Survey","Sphyraena guachancho","Guachanche barracuda","Persistently Present",NA
"947","Southeast US","SEAMAP Summer Coastal Trawl Survey","Sphyrna lewini","Scalloped hammerhead","Persistently Present",NA
"948","Southeast US","SEAMAP Summer Coastal Trawl Survey","Sphyrna tiburo","Bonnethead","Persistently Present",NA
"949","Southeast US","SEAMAP Summer Coastal Trawl Survey","Squilla empusa","Mantis shrimp","Persistently Present",NA
"950","Southeast US","SEAMAP Summer Coastal Trawl Survey","Stellifer lanceolatus","Star drum","Persistently Present",NA
"951","Southeast US","SEAMAP Summer Coastal Trawl Survey","Stephanolepis hispida","Planehead filefish","Persistently Present",NA
"952","Southeast US","SEAMAP Summer Coastal Trawl Survey","Stomolophus meleagris","Cannonball jellyfish","Emerged","Preliminary trend - under review"
"953","Southeast US","SEAMAP Summer Coastal Trawl Survey","Syacium papillosum","Dusky flounder","Persistently Present",NA
"954","Southeast US","SEAMAP Summer Coastal Trawl Survey","Symphurus plagiusa","Blackcheek tonguefish","Persistently Present",NA
"955","Southeast US","SEAMAP Summer Coastal Trawl Survey","Syngnathus louisianae","Chain pipefish","Sporadic - Primarily Present",NA
"956","Southeast US","SEAMAP Summer Coastal Trawl Survey","Synodus foetens","Inshore lizardfish","Persistently Present",NA
"957","Southeast US","SEAMAP Summer Coastal Trawl Survey","Trachinotus carolinus","Florida pompano","Persistently Present",NA
"958","Southeast US","SEAMAP Summer Coastal Trawl Survey","Trichiurus lepturus","Atlantic cutlassfish","Persistently Present",NA
"959","Southeast US","SEAMAP Summer Coastal Trawl Survey","Trinectes maculatus","Hogchoker","Persistently Present",NA
"960","Southeast US","SEAMAP Summer Coastal Trawl Survey","Upeneus parvus","Dwarf goatfish","Sporadic - Primarily Present",NA
"961","Southeast US","SEAMAP Summer Coastal Trawl Survey","Xiphopenaeus kroyeri","Atlantic seabob","Potentially Emerging",NA
"962","West Coast","West Coast Bottom Trawl Annual","Albatrossia pectoralis","Giant grenadier","Persistently Present",NA
"963","West Coast","West Coast Bottom Trawl Annual","Alepocephalus tenebrosus","California slickhead","Persistently Present",NA
"964","West Coast","West Coast Bottom Trawl Annual","Alosa sapidissima","American shad","Persistently Present",NA
"965","West Coast","West Coast Bottom Trawl Annual","Ampheraster marianus","Mariana's island star","Persistently Present",NA
"966","West Coast","West Coast Bottom Trawl Annual","Anoplopoma fimbria","Sablefish","Persistently Present",NA
"967","West Coast","West Coast Bottom Trawl Annual","Anthopleura xanthogrammica","Giant green anemone","Persistently Present","Preliminary trend - under review"
"968","West Coast","West Coast Bottom Trawl Annual","Anthoptilum grandiflorum","Feather boa sea pen","Persistently Present",NA
"969","West Coast","West Coast Bottom Trawl Annual","Antimora microlepis","Finescale mora","Persistently Present",NA
"970","West Coast","West Coast Bottom Trawl Annual","Aphrocallistes vastus","Cloud sponge","Potentially Emerging","Preliminary trend - under review"
"971","West Coast","West Coast Bottom Trawl Annual","Apristurus brunneus","Brown catshark","Persistently Present",NA
"972","West Coast","West Coast Bottom Trawl Annual","Astropecten californicus","California sand star","Persistently Present",NA
"973","West Coast","West Coast Bottom Trawl Annual","Atheresthes stomias","Arrowtooth flounder","Persistently Present",NA
"974","West Coast","West Coast Bottom Trawl Annual","Bathyagonus nigripinnis","Blackfin poacher","Persistently Present",NA
"975","West Coast","West Coast Bottom Trawl Annual","Bathybembix bairdii",NA,"Persistently Present",NA
"976","West Coast","West Coast Bottom Trawl Annual","Bothrocara brunneum","Twoline eelpout","Persistently Present",NA
"977","West Coast","West Coast Bottom Trawl Annual","Brisaster latifrons","Northern heart urchin","Persistently Present",NA
"978","West Coast","West Coast Bottom Trawl Annual","Brissopsis pacifica","Pacific heart urchin","Persistently Present",NA
"979","West Coast","West Coast Bottom Trawl Annual","Cancer productus","Red rock crab","Persistently Present",NA
"980","West Coast","West Coast Bottom Trawl Annual","Careproctus melanurus","Blacktail snailfish","Persistently Present",NA
"981","West Coast","West Coast Bottom Trawl Annual","Chauliodus macouni","Pacific viperfish","Persistently Present",NA
"982","West Coast","West Coast Bottom Trawl Annual","Chionoecetes tanneri","Grooved tanner crab","Persistently Present",NA
"983","West Coast","West Coast Bottom Trawl Annual","Chorilia longipes","Longhorn decorator crab","Persistently Present",NA
"984","West Coast","West Coast Bottom Trawl Annual","Citharichthys sordidus","Pacific sanddab","Persistently Present",NA
"985","West Coast","West Coast Bottom Trawl Annual","Clupea pallasii","Pacific herring","Persistently Present",NA
"986","West Coast","West Coast Bottom Trawl Annual","Coryphaenoides acrolepis","Pacific grenadier","Persistently Present",NA
"987","West Coast","West Coast Bottom Trawl Annual","Crossaster borealis","Grooved sun star","Persistently Present",NA
"988","West Coast","West Coast Bottom Trawl Annual","Dipsacaster eximius","Extraordinary sand star","Persistently Present",NA
"989","West Coast","West Coast Bottom Trawl Annual","Doryteuthis opalescens","California market squid","Persistently Present",NA
"990","West Coast","West Coast Bottom Trawl Annual","Dromalia alexandri","Sea dandelion","Persistently Present",NA
"991","West Coast","West Coast Bottom Trawl Annual","Eopsetta jordani","Petrale sole","Persistently Present",NA
"992","West Coast","West Coast Bottom Trawl Annual","Eptatretus deani","Black hagfish","Persistently Present",NA
"993","West Coast","West Coast Bottom Trawl Annual","Eptatretus stoutii","Pacific hagfish","Persistently Present",NA
"994","West Coast","West Coast Bottom Trawl Annual","Eualus macrophthalmus","Big eyed shrimp","Persistently Present",NA
"995","West Coast","West Coast Bottom Trawl Annual","Gadus macrocephalus","Pacific cod","Persistently Present",NA
"996","West Coast","West Coast Bottom Trawl Annual","Genyonemus lineatus","White croaker","Persistently Present",NA
"997","West Coast","West Coast Bottom Trawl Annual","Glyptocephalus zachirus","Rex sole","Persistently Present",NA
"998","West Coast","West Coast Bottom Trawl Annual","Gonatus onyx","Clawed armhook squid","Persistently Present",NA
"999","West Coast","West Coast Bottom Trawl Annual","Gorgonocephalus eucnemis","Basket star","Persistently Present",NA
"1000","West Coast","West Coast Bottom Trawl Annual","Heterozonias alternatus","Canonball sun star","Persistently Present",NA
"1001","West Coast","West Coast Bottom Trawl Annual","Hippasteria californica","Californian spiny star","Persistently Present",NA
"1002","West Coast","West Coast Bottom Trawl Annual","Hippoglossina stomata","Bigmouth flounder","Persistently Present",NA
"1003","West Coast","West Coast Bottom Trawl Annual","Hippoglossoides elassodon","Flathead sole","Persistently Present",NA
"1004","West Coast","West Coast Bottom Trawl Annual","Hippoglossus stenolepis","Pacific halibut","Persistently Present",NA
"1005","West Coast","West Coast Bottom Trawl Annual","Histioteuthis heteropsis",NA,"Persistently Present",NA
"1006","West Coast","West Coast Bottom Trawl Annual","Hydrolagus colliei","Spotted ratfish","Persistently Present",NA
"1007","West Coast","West Coast Bottom Trawl Annual","Icelinus filamentosus","Threadfin sculpin","Persistently Present",NA
"1008","West Coast","West Coast Bottom Trawl Annual","Lepidopsetta sp.","Rock soles","Persistently Present",NA
"1009","West Coast","West Coast Bottom Trawl Annual","Lithodes couesi","Scarlet king crab","Persistently Present",NA
"1010","West Coast","West Coast Bottom Trawl Annual","Luidia foliolata","Gray sand star","Persistently Present",NA
"1011","West Coast","West Coast Bottom Trawl Annual","Lycenchelys crotalinus","Snakehead eelpout","Persistently Present",NA
"1012","West Coast","West Coast Bottom Trawl Annual","Lycodes cortezianus","Bigfin eelpout","Persistently Present",NA
"1013","West Coast","West Coast Bottom Trawl Annual","Lycodes diapterus","Black eelpout","Persistently Present",NA
"1014","West Coast","West Coast Bottom Trawl Annual","Lycodes pacificus","Blackbelly eelpout","Persistently Present",NA
"1015","West Coast","West Coast Bottom Trawl Annual","Lyopsetta exilis","Slender sole","Persistently Present",NA
"1016","West Coast","West Coast Bottom Trawl Annual","Mediaster aequalis","Vermillion star","Persistently Present",NA
"1017","West Coast","West Coast Bottom Trawl Annual","Merluccius productus","Pacific hake","Persistently Present",NA
"1018","West Coast","West Coast Bottom Trawl Annual","Metridium farcimen","Giant plumose anemone","Persistently Present",NA
"1019","West Coast","West Coast Bottom Trawl Annual","Microgadus proximus","Pacific tomcod","Persistently Present",NA
"1020","West Coast","West Coast Bottom Trawl Annual","Microstomus pacificus","Dover sole","Persistently Present",NA
"1021","West Coast","West Coast Bottom Trawl Annual","Molpadia intermedia","Sweet potato sea cucumber","Persistently Present",NA
"1022","West Coast","West Coast Bottom Trawl Annual","Myxoderma platyacanthum",NA,"Persistently Present",NA
"1023","West Coast","West Coast Bottom Trawl Annual","Myxoderma sacculatum","Giant slimy star","Persistently Present",NA
"1024","West Coast","West Coast Bottom Trawl Annual","Neptunea amianta","White neptune","Persistently Present",NA
"1025","West Coast","West Coast Bottom Trawl Annual","Nezumia liolepis","Smooth grenadier","Persistently Present",NA
"1026","West Coast","West Coast Bottom Trawl Annual","Nezumia stelgidolepis","California grenadier","Persistently Present",NA
"1027","West Coast","West Coast Bottom Trawl Annual","Octopoteuthis deletron","Octopus squid","Persistently Present",NA
"1028","West Coast","West Coast Bottom Trawl Annual","Octopus californicus","North pacific bigeye octopus","Persistently Present",NA
"1029","West Coast","West Coast Bottom Trawl Annual","Ophiodon elongatus","Lingcod","Persistently Present",NA
"1030","West Coast","West Coast Bottom Trawl Annual","Opisthoteuthis californiana","Flapjack octopus","Persistently Present",NA
"1031","West Coast","West Coast Bottom Trawl Annual","Pandalus jordani","Ocean shrimp","Persistently Present",NA
"1032","West Coast","West Coast Bottom Trawl Annual","Pandalus platyceros","Spot shrimp","Persistently Present",NA
"1033","West Coast","West Coast Bottom Trawl Annual","Pannychia moseleyi","Deep sea papillate cucumber","Persistently Present",NA
"1034","West Coast","West Coast Bottom Trawl Annual","Paralomis multispina","Many spine spider crab","Persistently Present",NA
"1035","West Coast","West Coast Bottom Trawl Annual","Parmaturus xaniurus","Filetail catshark","Persistently Present",NA
"1036","West Coast","West Coast Bottom Trawl Annual","Parophrys vetulus","English sole","Persistently Present",NA
"1037","West Coast","West Coast Bottom Trawl Annual","Pasiphaea pacifica","Pacific glass shrimp","Persistently Present",NA
"1038","West Coast","West Coast Bottom Trawl Annual","Pasiphaea tarda","Crimson pasiphaeid","Persistently Present",NA
"1039","West Coast","West Coast Bottom Trawl Annual","Peprilus simillimus","Pacific pompano","Persistently Present",NA
"1040","West Coast","West Coast Bottom Trawl Annual","Periphylla periphylla","Merchant cap","Persistently Present",NA
"1041","West Coast","West Coast Bottom Trawl Annual","Pisaster brevispinus","Giant pink sea star","Persistently Present",NA
"1042","West Coast","West Coast Bottom Trawl Annual","Platymera gaudichaudii","Armed box crab","Persistently Present",NA
"1043","West Coast","West Coast Bottom Trawl Annual","Pleurobranchaea californica",NA,"Persistently Present",NA
"1044","West Coast","West Coast Bottom Trawl Annual","Pleuronichthys decurrens","Curlfin sole","Persistently Present",NA
"1045","West Coast","West Coast Bottom Trawl Annual","Pleuronichthys verticalis","Hornyhead turbot","Persistently Present",NA
"1046","West Coast","West Coast Bottom Trawl Annual","Porichthys notatus","Plainfin midshipman","Persistently Present",NA
"1047","West Coast","West Coast Bottom Trawl Annual","Pseudostichopus mollis","Sandy sea cucumber","Persistently Present",NA
"1048","West Coast","West Coast Bottom Trawl Annual","Pteraster jordani","Jordan's cushion star","Persistently Present",NA
"1049","West Coast","West Coast Bottom Trawl Annual","Pycnopodia helianthoides","Sunflower sea star","Sporadic - Primarily Present",NA
"1050","West Coast","West Coast Bottom Trawl Annual","Pyrosoma atlanticum",NA,"Emerged",NA
"1051","West Coast","West Coast Bottom Trawl Annual","Rathbunaster californicus","California sun star","Persistently Present",NA
"1052","West Coast","West Coast Bottom Trawl Annual","Rossia pacifica","Eastern pacific bobtail","Persistently Present",NA
"1053","West Coast","West Coast Bottom Trawl Annual","Sebastes alutus","Pacific ocean perch","Persistently Present",NA
"1054","West Coast","West Coast Bottom Trawl Annual","Sebastes aurora","Aurora rockfish","Persistently Present",NA
"1055","West Coast","West Coast Bottom Trawl Annual","Sebastes babcocki","Redbanded rockfish","Persistently Present",NA
"1056","West Coast","West Coast Bottom Trawl Annual","Sebastes chlorostictus","Greenspotted rockfish","Persistently Present",NA
"1057","West Coast","West Coast Bottom Trawl Annual","Sebastes crameri","Darkblotched rockfish","Persistently Present",NA
"1058","West Coast","West Coast Bottom Trawl Annual","Sebastes diploproa","Splitnose rockfish","Persistently Present",NA
"1059","West Coast","West Coast Bottom Trawl Annual","Sebastes elongatus","Greenstriped rockfish","Persistently Present",NA
"1060","West Coast","West Coast Bottom Trawl Annual","Sebastes entomelas","Widow rockfish","Persistently Present",NA
"1061","West Coast","West Coast Bottom Trawl Annual","Sebastes flavidus","Yellowtail rockfish","Persistently Present",NA
"1062","West Coast","West Coast Bottom Trawl Annual","Sebastes goodei","Chilipepper rockfish","Persistently Present",NA
"1063","West Coast","West Coast Bottom Trawl Annual","Sebastes helvomaculatus","Rosethorn rockfish","Persistently Present",NA
"1064","West Coast","West Coast Bottom Trawl Annual","Sebastes jordani","Shortbelly rockfish","Persistently Present",NA
"1065","West Coast","West Coast Bottom Trawl Annual","Sebastes melanostomus","Blackgill rockfish","Persistently Present",NA
"1066","West Coast","West Coast Bottom Trawl Annual","Sebastes paucispinis","Bocaccio","Persistently Present",NA
"1067","West Coast","West Coast Bottom Trawl Annual","Sebastes pinniger","Canary rockfish","Persistently Present",NA
"1068","West Coast","West Coast Bottom Trawl Annual","Sebastes saxicola","Stripetail rockfish","Persistently Present",NA
"1069","West Coast","West Coast Bottom Trawl Annual","Sebastes semicinctus","Halfbanded rockfish","Persistently Present",NA
"1070","West Coast","West Coast Bottom Trawl Annual","Sebastes zacentrus","Sharpchin rockfish","Persistently Present",NA
"1071","West Coast","West Coast Bottom Trawl Annual","Sebastolobus alascanus","Shortspine thornyhead","Persistently Present",NA
"1072","West Coast","West Coast Bottom Trawl Annual","Sebastolobus altivelis","Longspine thornyhead","Persistently Present",NA
"1073","West Coast","West Coast Bottom Trawl Annual","Squalus suckleyi","Pacific spiny dogfish","Persistently Present",NA
"1074","West Coast","West Coast Bottom Trawl Annual","Strongylocentrotus fragilis","Fragile sea urchin","Potentially Emerging","Preliminary trend - under review"
"1075","West Coast","West Coast Bottom Trawl Annual","Stylasterias forreri","Velcro star","Persistently Present",NA
"1076","West Coast","West Coast Bottom Trawl Annual","Tactostoma macropus","Longfin dragonfish","Persistently Present",NA
"1077","West Coast","West Coast Bottom Trawl Annual","Talismania bifurcata","Threadfin slickhead","Persistently Present",NA
"1078","West Coast","West Coast Bottom Trawl Annual","Thaleichthys pacificus","Eulachon","Persistently Present",NA
"1079","West Coast","West Coast Bottom Trawl Annual","Thetys vagina","Virgin salpa","Persistently Present",NA
"1080","West Coast","West Coast Bottom Trawl Annual","Thrissacanthias penicillatus",NA,"Persistently Present",NA
"1081","West Coast","West Coast Bottom Trawl Annual","Vampyroteuthis infernalis","Vampire squid","Persistently Present",NA
"1082","West Coast","West Coast Bottom Trawl Annual","Zalembius rosaceus","Pink seaperch","Persistently Present",NA
"1083","West Coast","West Coast Bottom Trawl Annual","Zaniolepis frenata","Shortspine combfish","Persistently Present",NA
"1084","West Coast","West Coast Bottom Trawl Annual","Zaniolepis latipinnis","Longspine combfish","Persistently Present",NA
"1085","West Coast","West Coast Bottom Trawl Triennial","Alosa sapidissima","American shad","Persistently Present",NA
"1086","West Coast","West Coast Bottom Trawl Triennial","Anoplopoma fimbria","Sablefish","Persistently Present",NA
"1087","West Coast","West Coast Bottom Trawl Triennial","Apristurus brunneus","Brown catshark","Persistently Present",NA
"1088","West Coast","West Coast Bottom Trawl Triennial","Argentina sialis","Pacific argentine","Potentially Emerging",NA
"1089","West Coast","West Coast Bottom Trawl Triennial","Atheresthes stomias","Arrowtooth flounder","Persistently Present",NA
"1090","West Coast","West Coast Bottom Trawl Triennial","Brisaster latifrons","Northern heart urchin","Sporadic - Primarily Absent",NA
"1091","West Coast","West Coast Bottom Trawl Triennial","Chilara taylori","Spotted cusk-eel","Persistently Present",NA
"1092","West Coast","West Coast Bottom Trawl Triennial","Citharichthys sordidus","Pacific sanddab","Persistently Present",NA
"1093","West Coast","West Coast Bottom Trawl Triennial","Eopsetta jordani","Petrale sole","Persistently Present",NA
"1094","West Coast","West Coast Bottom Trawl Triennial","Gadus macrocephalus","Pacific cod","Persistently Present",NA
"1095","West Coast","West Coast Bottom Trawl Triennial","Genyonemus lineatus","White croaker","Persistently Present",NA
"1096","West Coast","West Coast Bottom Trawl Triennial","Glyptocephalus zachirus","Rex sole","Persistently Present",NA
"1097","West Coast","West Coast Bottom Trawl Triennial","Gorgonocephalus eucnemis","Basket star","Persistently Present",NA
"1098","West Coast","West Coast Bottom Trawl Triennial","Hippoglossoides elassodon","Flathead sole","Persistently Present",NA
"1099","West Coast","West Coast Bottom Trawl Triennial","Hippoglossus stenolepis","Pacific halibut","Persistently Present",NA
"1100","West Coast","West Coast Bottom Trawl Triennial","Hydrolagus colliei","Spotted ratfish","Persistently Present",NA
"1101","West Coast","West Coast Bottom Trawl Triennial","Icelinus filamentosus","Threadfin sculpin","Persistently Present",NA
"1102","West Coast","West Coast Bottom Trawl Triennial","Lepidopsetta sp.","Rock soles","Persistently Present",NA
"1103","West Coast","West Coast Bottom Trawl Triennial","Luidia foliolata","Gray sand star","Potentially Emerging",NA
"1104","West Coast","West Coast Bottom Trawl Triennial","Lycodes cortezianus","Bigfin eelpout","Persistently Present",NA
