survey_name,valid_name,common,rank,class,order,family,citation,valid_authority,valid_AuthID,url,src_database
Aequorea aequorea,Aequorea forskalea,Many ribbed jellyfish,Species,Hydrozoa,Leptothecata,Aequoreidae,"Schuchert, P. (2022). World Hydrozoa Database. Aequorea aequorea (Forssk<e5>l, 1775). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=117268 on 2022-12-01","P<e9>ron & Lesueur, 1810",117270,https://www.marinespecies.org/aphia.php?p=taxdetails&id=117268,WORMS
Aequorea victoria,Aequorea victoria,Crystal jelly,Species,Hydrozoa,Leptothecata,Aequoreidae,"Schuchert, P. (2022). World Hydrozoa Database. Aequorea victoria (Murbach & Shearer, 1902). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283998 on 2022-12-19","(Murbach & Shearer, 1902)",283998,https://www.marinespecies.org/aphia.php?p=taxdetails&id=283998,WORMS
Aequoreidae,Aequoreidae,,HigherOrder,,,,,,,,worms
Aetobatis narinari,Aetobatus narinari,Spotted eagle ray,Species,Elasmobranchii,Myliobatiformes,Myliobatidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Aetobatis narinari (Euphrasen, 1790). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=399775 on 2022-12-01","(Euphrasen, 1790)",217426,https://www.marinespecies.org/aphia.php?p=taxdetails&id=399775,WORMS
Aetobatus narinari,Aetobatus narinari,Spotted eagle ray,Species,Elasmobranchii,Myliobatiformes,Myliobatidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Aetobatus narinari (Euphrasen, 1790). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=217426 on 2022-12-01","(Euphrasen, 1790)",217426,https://www.marinespecies.org/aphia.php?p=taxdetails&id=217426,WORMS
Aforia,Aforia,,HigherOrder,Gastropoda,Neogastropoda,Cochlespiridae,,,,,worms
Aforia sp.,Aforia,,HigherOrder,Gastropoda,Neogastropoda,Cochlespiridae,,,,,worms
Aforia circinata,Aforia circinata,Keeled aforia,Species,Gastropoda,Neogastropoda,Cochlespiridae,"MolluscaBase eds. (2022). MolluscaBase. Aforia circinata (Dall, 1873). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=432904 on 2022-12-01","(Dall, 1873)",432904,https://www.marinespecies.org/aphia.php?p=taxdetails&id=432904,WORMS
Aforia goodei,Aforia goodei,,Species,Gastropoda,Neogastropoda,Cochlespiridae,"MolluscaBase eds. (2022). MolluscaBase. Aforia goodei (Dall, 1890). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=432906 on 2022-12-01","(Dall, 1890)",432906,https://www.marinespecies.org/aphia.php?p=taxdetails&id=432906,WORMS
Agarum cribrosum,Agarum clathratum,Sieve kelp,Species,Phaeophyceae,Laminariales,Agaraceae,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Agarum cribrosum Bory, 1826. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=495975 on 2022-12-19","Dumortier, 1822",157207,https://www.marinespecies.org/aphia.php?p=taxdetails&id=495975,WORMS
Aglaophenia,Aglaophenia,Feather hydroids,HigherOrder,Hydrozoa,Leptothecata,Aglaopheniidae,"Schuchert, P. (2023). World Hydrozoa Database. Aglaophenia Lamouroux, 1812. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=116999 on 2023-01-31","Lamouroux, 1812",116999,https://www.marinespecies.org/aphia.php?p=taxdetails&id=116999,worms
Aglaophenia sp.,Aglaophenia,Feather hydroids,HigherOrder,Hydrozoa,Leptothecata,Aglaopheniidae,"Schuchert, P. (2023). World Hydrozoa Database. Aglaophenia Lamouroux, 1812. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=116999 on 2023-01-31","Lamouroux, 1812",116999,https://www.marinespecies.org/aphia.php?p=taxdetails&id=116999,worms
Agonidae,Agonidae,Alligatorfishes,HigherOrder,Actinopteri,Perciformes,Agonidae,,,,,worms
Agonidae f.,Agonidae,Alligatorfishes,HigherOrder,Actinopteri,Perciformes,Agonidae,,,,,worms
Agonopsis sterletus,Agonopsis sterletus,Southern spearnose poacher,Species,Actinopteri,Perciformes,Agonidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Agonopsis sterletus (Gilbert, 1898). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279521 on 2022-12-01","(Gilbert, 1898)",279521,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279521,WORMS
Agonopsis vulsa,Agonopsis vulsa,Northern spearnose poacher,Species,Actinopteri,Perciformes,Agonidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Agonopsis vulsa (Jordan & Gilbert, 1880). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279522 on 2022-12-01","(Jordan & Gilbert, 1880)",279522,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279522,WORMS
Pitar morrhuana,Agriopoma morrhuanum,False quahog,Species,Bivalvia,Venerida,Veneridae,"MolluscaBase eds. (2022). MolluscaBase. Pitar morrhuanus (Dall, 1902). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=156963 on 2022-12-00","(Dall, 1902)",594423,https://www.marinespecies.org/aphia.php?p=taxdetails&id=156962,WORMS
Pitar morrhuanus,Agriopoma morrhuanum,False quahog,Species,Bivalvia,Venerida,Veneridae,"MolluscaBase eds. (2022). MolluscaBase. Pitar morrhuanus (Dall, 1902). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=156963 on 2022-12-01","(Dall, 1902)",594424,https://www.marinespecies.org/aphia.php?p=taxdetails&id=156963,WORMS
Agriopoma texasiana,Agriopoma texasianum,,Species,Bivalvia,Venerida,Veneridae,"MolluscaBase eds. (2022). MolluscaBase. Agriopoma texasiana (Dall, 1892). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=420928 on 2022-12-01","(Dall, 1892)",582802,https://www.marinespecies.org/aphia.php?p=taxdetails&id=420928,WORMS
Akoya platinum,Akoya platinum,Silvery topsnail,Species,Gastropoda,Trochida,Calliostomatidae,"MolluscaBase eds. (2023). MolluscaBase. Akoya platinum (Dall, 1890). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1324693 on 2023-02-21","(Dall, 1890)",1324693,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1324693,worms
Calliostoma platinum,Akoya platinum,Silvery topsnail,Species,Gastropoda,Trochida,Calliostomatidae,"MolluscaBase eds. (2022). MolluscaBase. Calliostoma platinum Dall, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=580413 on 2022-12-01","(Dall, 1890)",1324693,https://www.marinespecies.org/aphia.php?p=taxdetails&id=580413,WORMS
Calliostoma titanium,Akoya platinum,Silvery topsnail,Species,Gastropoda,Trochida,Calliostomatidae,"MolluscaBase eds. (2022). MolluscaBase. Calliostoma titanium J. H. McLean, 1984. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=694617 on 2022-12-01","(Dall, 1890)",1324693,https://www.marinespecies.org/aphia.php?p=taxdetails&id=694617,WORMS
Alaria esculenta,Alaria esculenta,Babberlocks,Species,Phaeophyceae,Laminariales,Alariaceae,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alaria esculenta (Linnaeus) Greville, 1830. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145716 on 2022-12-19","(Linnaeus) Greville, 1830",145716,https://www.marinespecies.org/aphia.php?p=taxdetails&id=145716,WORMS
Alaskagorgia,Alaskagorgia,,HigherOrder,Anthozoa,Malacalcyonacea,Malacalcyonacea incertae sedis,"McFadden, C.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2023). World List of Octocorallia. Alaskagorgia Sánchez & Cairns, 2004. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=267210 on 2023-01-31","Sánchez & Cairns, 2004",267210,https://www.marinespecies.org/aphia.php?p=taxdetails&id=267210,worms
Alaskagorgia sp.,Alaskagorgia,,HigherOrder,Anthozoa,Malacalcyonacea,Malacalcyonacea incertae sedis,"McFadden, C.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2023). World List of Octocorallia. Alaskagorgia Sánchez & Cairns, 2004. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=267210 on 2023-01-31","Sánchez & Cairns, 2004",267210,https://www.marinespecies.org/aphia.php?p=taxdetails&id=267210,worms
Alaskagorgia aleutiana,Alaskagorgia aleutiana,,Species,Anthozoa,Malacalcyonacea,Malacalcyonacea incertae sedis,"McFadden, C.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2022). World List of Octocorallia. Alaskagorgia aleutiana S<e1>nchez & Cairns, 2004. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=289377 on 2022-12-01","S<e1>nchez & Cairns, 2004",289377,https://www.marinespecies.org/aphia.php?p=taxdetails&id=289377,WORMS
Albatrossia pectoralis,Albatrossia pectoralis,Giant grenadier,Species,Actinopteri,Gadiformes,Macrouridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Albatrossia pectoralis (Gilbert, 1892). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=236135 on 2022-12-01","(Gilbert, 1892)",236135,https://www.marinespecies.org/aphia.php?p=taxdetails&id=236135,WORMS
Coryphaenoides pectoralis,Albatrossia pectoralis,Giant grenadier,Species,Actinopteri,Gadiformes,Macrouridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Coryphaenoides pectoralis (Gilbert, 1892). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=300976 on 2022-12-01","(Gilbert, 1892)",236135,https://www.marinespecies.org/aphia.php?p=taxdetails&id=300976,WORMS
Albula vulpes,Albula vulpes,Bonefish,Species,Actinopteri,Albuliformes,Albulidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Albula vulpes (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=212256 on 2022-12-01","(Linnaeus, 1758)",212256,https://www.marinespecies.org/aphia.php?p=taxdetails&id=212256,WORMS
Albunea gibbesii,Albunea gibbesii,Surf mole crab,Species,Malacostraca,Decapoda,Albuneidae,"WoRMS (2022). Albunea gibbesii Stimpson, 1859. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=421880 on 2022-12-01","Stimpson, 1859",421880,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421880,WORMS
Albunea paretii,Albunea paretii,Beach mole crab,Species,Malacostraca,Decapoda,Albuneidae,"WoRMS (2022). Albunea paretii Gu<e9>rin-M<e9>neville, 1853. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=107192 on 2022-12-01","Gu<e9>rin-M<e9>neville, 1853",107192,https://www.marinespecies.org/aphia.php?p=taxdetails&id=107192,WORMS
Alcyonacea,Alcyonacea,Soft corals,HigherOrder,Anthozoa,Alcyonacea,,,,,,worms
Alcyonidiidae,Alcyonidiidae,,HigherOrder,Gymnolaemata,Ctenostomatida,Alcyonidiidae,,,,,worms
Alcyonidium,Alcyonidium,,HigherOrder,Gymnolaemata,Ctenostomatida,Alcyonidiidae,"WoRMS (2023). Alcyonidium Lamouroux, 1813. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110993 on 2023-01-31","Lamouroux, 1813",110993,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110993,worms
Alcyonidium sp.,Alcyonidium,,HigherOrder,Gymnolaemata,Ctenostomatida,Alcyonidiidae,"WoRMS (2023). Alcyonidium Lamouroux, 1813. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110993 on 2023-01-31","Lamouroux, 1813",110993,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110993,worms
Alcyonidium disciforme,Alcyonidium disciforme,,Species,Gymnolaemata,Ctenostomatida,Alcyonidiidae,"Bock, P. (2022). World List of Bryozoa. Alcyonidium disciforme Smitt, 1872. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=111598 on 2022-12-01","Smitt, 1872",111598,https://www.marinespecies.org/aphia.php?p=taxdetails&id=111598,WORMS
Alcyonidium enteromorpha,Alcyonidium enteromorpha,,Species,Gymnolaemata,Ctenostomatida,Alcyonidiidae,"Bock, P. (2023). World List of Bryozoa. Alcyonidium enteromorpha Soule, 1951. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=470633 on 2023-01-30","Soule, 1951",470633,https://www.marinespecies.org/aphia.php?p=taxdetails&id=470633,worms
Alcyonidium pedunculatum,Alcyonidium pedunculatum,Smooth leather bryozoan,Species,Gymnolaemata,Ctenostomatida,Alcyonidiidae,"Bock, P. (2022). World List of Bryozoa. Alcyonidium pedunculatum Robertson, 1902. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=470641 on 2022-12-01","Robertson, 1902",470641,https://www.marinespecies.org/aphia.php?p=taxdetails&id=470641,WORMS
Alcyonidium sp. a,Alcyonidium sp. A,,HigherOrder,Gymnolaemata,Ctenostomatida,Alcyonidiidae,,,,,worms
Alcyonium,Alcyonium,,HigherOrder,Anthozoa,Malacalcyonacea,Alcyoniidae,"WoRMS (2023). Alcyonium Linnaeus, 1758. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=125284 on 2023-01-31","Linnaeus, 1758",125284,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125284,worms
Alcyonium sp.,Alcyonium,,HigherOrder,Anthozoa,Malacalcyonacea,Alcyoniidae,"WoRMS (2023). Alcyonium Linnaeus, 1758. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=125284 on 2023-01-31","Linnaeus, 1758",125284,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125284,worms
Alcyonium digitatum,Alcyonium digitatum,Dead man's fingers soft coral,Species,Anthozoa,Malacalcyonacea,Alcyoniidae,"McFadden, C.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2022). World List of Octocorallia. Alcyonium digitatum Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=125333 on 2022-12-19","Linnaeus, 1758",125333,https://www.marinespecies.org/aphia.php?p=taxdetails&id=125333,WORMS
Alcyonium sp. a (clark 2006),Alcyonium sp. A,,Species,Anthozoa,Malacalcyonacea,Alcyoniidae,,,,,worms
Alcyonium sp. b (clark 2006),Alcyonium sp. B,,Species,Anthozoa,Malacalcyonacea,Alcyoniidae,,,,,worms
Aldrovandia sp,Aldrovandia,,HigherOrder,,,,,,,,worms
Aldrovandia affinis,Aldrovandia affinis,Gilbert's halosaurid,Species,Actinopteri,Notacanthiformes,Halosauridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Aldrovandia affinis (G<fc>nther, 1877). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126637 on 2022-12-19","(G<fc>nther, 1877)",126637,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126637,WORMS
Aldrovandia phalacra,Aldrovandia phalacra,Hawaiian halosaurid,Species,Actinopteri,Notacanthiformes,Halosauridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Aldrovandia phalacra (Vaillant, 1888). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126638 on 2022-12-19","(Vaillant, 1888)",126638,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126638,WORMS
Alectis ciliaris,Alectis ciliaris,African pompano,Species,Actinopteri,Carangiformes,Carangidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Alectis ciliaris (Bloch, 1787). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159629 on 2022-12-01","(Bloch, 1787)",159629,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159629,WORMS
Alepisauridae,Alepisauridae,,HigherOrder,Actinopteri,Aulopiformes,Alepisauridae,,,,,worms
Alepisaurus brevirostris,Alepisaurus brevirostris,Shortnose lancetfish,Species,Actinopteri,Aulopiformes,Alepisauridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Alepisaurus brevirostris Gibbs, 1960. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126332 on 2022-12-19","Gibbs, 1960",126332,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126332,WORMS
Alepisaurus ferox,Alepisaurus ferox,Long snouted lancetfish,Species,Actinopteri,Aulopiformes,Alepisauridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Alepisaurus ferox Lowe, 1833. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126333 on 2022-12-01","Lowe, 1833",126333,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126333,WORMS
Alepocephalidae,Alepocephalidae,Slickheads,HigherOrder,Actinopteri,Alepocephaliformes,Alepocephalidae,,,,,worms
Alepocephaliidae,Alepocephaliidae,,HigherOrder,,,,,,,,worms
Alepocephalus,Alepocephalus,,HigherOrder,Actinopteri,Alepocephaliformes,Alepocephalidae,,,,,worms
Alepocephalus sp.,Alepocephalus,,HigherOrder,Actinopteri,Alepocephaliformes,Alepocephalidae,,,,,worms
Alepocephalus agassizii,Alepocephalus agassizii,Agassiz' smoothhead,Species,Actinopteri,Alepocephaliformes,Alepocephalidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Alepocephalus agassizii Goode & Bean, 1883. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126681 on 2022-12-19","Goode & Bean, 1883",126681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126681,WORMS
Alepocephalus bairdii,Alepocephalus bairdii,Baird's smoothhead,Species,Actinopteri,Alepocephaliformes,Alepocephalidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Alepocephalus bairdii Goode & Bean, 1879. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126682 on 2022-12-19","Goode & Bean, 1879",126682,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126682,WORMS
Alepocephalus tenebrosus,Alepocephalus tenebrosus,California slickhead,Species,Actinopteri,Alepocephaliformes,Alepocephalidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Alepocephalus tenebrosus Gilbert, 1892. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272849 on 2022-12-01","Gilbert, 1892",272849,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272849,WORMS
Aleutiaster,Aleutiaster,,HigherOrder,Asteroidea,Valvatida,Asterinidae,"Mah, C.L. (2023). World Asteroidea Database. Aleutiaster A.H. Clark, 1939. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=291628 on 2023-01-31","A.H. Clark, 1939",291628,https://www.marinespecies.org/aphia.php?p=taxdetails&id=291628,worms
